"timeMillisSpent","score"
1165,"0hard/-1075950soft"
1181,"0hard/-1075430soft"
1185,"0hard/-1075080soft"
1189,"0hard/-1074320soft"
1190,"0hard/-1073860soft"
1194,"0hard/-1073510soft"
1194,"0hard/-1073120soft"
1199,"0hard/-1072730soft"
1205,"0hard/-1072660soft"
1206,"0hard/-1072320soft"
1206,"0hard/-1071970soft"
1207,"0hard/-1071730soft"
1209,"0hard/-1071050soft"
1280,"0hard/-1070780soft"
1470,"0hard/-1070410soft"
1472,"0hard/-1070220soft"
1473,"0hard/-1070180soft"
1524,"0hard/-1070000soft"
1525,"0hard/-1069550soft"
2179,"0hard/-1069350soft"
2226,"0hard/-1069210soft"
2231,"0hard/-1069060soft"
2363,"0hard/-1068570soft"
2399,"0hard/-1068560soft"
2400,"0hard/-1068450soft"
2535,"0hard/-1068440soft"
2535,"0hard/-1068370soft"
2536,"0hard/-1067400soft"
2985,"0hard/-1067170soft"
2986,"0hard/-1066820soft"
2986,"0hard/-1066430soft"
3102,"0hard/-1066420soft"
3164,"0hard/-1066110soft"
3232,"0hard/-1066100soft"
3242,"0hard/-1065900soft"
3300,"0hard/-1065700soft"
3300,"0hard/-1065220soft"
3593,"0hard/-1064580soft"
3594,"0hard/-1064410soft"
3594,"0hard/-1063930soft"
3595,"0hard/-1063710soft"
3597,"0hard/-1063620soft"
4019,"0hard/-1063560soft"
4021,"0hard/-1063430soft"
4031,"0hard/-1063180soft"
4233,"0hard/-1063030soft"
4233,"0hard/-1062680soft"
4246,"0hard/-1062540soft"
4247,"0hard/-1061960soft"
4470,"0hard/-1061790soft"
4472,"0hard/-1061440soft"
4473,"0hard/-1061370soft"
4474,"0hard/-1061020soft"
4939,"0hard/-1060810soft"
5009,"0hard/-1060790soft"
5030,"0hard/-1060500soft"
5042,"0hard/-1060170soft"
5071,"0hard/-1059850soft"
5072,"0hard/-1059670soft"
5356,"0hard/-1059610soft"
5384,"0hard/-1059240soft"
5390,"0hard/-1059230soft"
5468,"0hard/-1059140soft"
5480,"0hard/-1059070soft"
5553,"0hard/-1058840soft"
5554,"0hard/-1058740soft"
5554,"0hard/-1058320soft"
5585,"0hard/-1058020soft"
5862,"0hard/-1057930soft"
5954,"0hard/-1057860soft"
6010,"0hard/-1057640soft"
6036,"0hard/-1057330soft"
6140,"0hard/-1056660soft"
6179,"0hard/-1056640soft"
6180,"0hard/-1056220soft"
6288,"0hard/-1055530soft"
6700,"0hard/-1055270soft"
6855,"0hard/-1054880soft"
6871,"0hard/-1054510soft"
7187,"0hard/-1054150soft"
7190,"0hard/-1053590soft"
7192,"0hard/-1053500soft"
7356,"0hard/-1053450soft"
7515,"0hard/-1053010soft"
7760,"0hard/-1052990soft"
7760,"0hard/-1052640soft"
7935,"0hard/-1052440soft"
7972,"0hard/-1052420soft"
7973,"0hard/-1052220soft"
8003,"0hard/-1052060soft"
8027,"0hard/-1052050soft"
8068,"0hard/-1051760soft"
8068,"0hard/-1051180soft"
8202,"0hard/-1050680soft"
8312,"0hard/-1050620soft"
8553,"0hard/-1050350soft"
8574,"0hard/-1049980soft"
8575,"0hard/-1049970soft"
8575,"0hard/-1049930soft"
8663,"0hard/-1049840soft"
8905,"0hard/-1049670soft"
8945,"0hard/-1049630soft"
8980,"0hard/-1049600soft"
8989,"0hard/-1049580soft"
9011,"0hard/-1049240soft"
9115,"0hard/-1049230soft"
9132,"0hard/-1049030soft"
9136,"0hard/-1048940soft"
9195,"0hard/-1048630soft"
9327,"0hard/-1048450soft"
9327,"0hard/-1047930soft"
9426,"0hard/-1047720soft"
9508,"0hard/-1047460soft"
9621,"0hard/-1047120soft"
9705,"0hard/-1046840soft"
9744,"0hard/-1046590soft"
9966,"0hard/-1046540soft"
9989,"0hard/-1046460soft"
10046,"0hard/-1046310soft"
10076,"0hard/-1046160soft"
10076,"0hard/-1045810soft"
10195,"0hard/-1045600soft"
10196,"0hard/-1045530soft"
10235,"0hard/-1045410soft"
10390,"0hard/-1045220soft"
10509,"0hard/-1044880soft"
10649,"0hard/-1044720soft"
10705,"0hard/-1044340soft"
10778,"0hard/-1044260soft"
10859,"0hard/-1043860soft"
10973,"0hard/-1043260soft"
10973,"0hard/-1042870soft"
11080,"0hard/-1042390soft"
11486,"0hard/-1042300soft"
11529,"0hard/-1042110soft"
11579,"0hard/-1041960soft"
11595,"0hard/-1041790soft"
11628,"0hard/-1041620soft"
11705,"0hard/-1041570soft"
11721,"0hard/-1041500soft"
11725,"0hard/-1041440soft"
11726,"0hard/-1041090soft"
11905,"0hard/-1040540soft"
12069,"0hard/-1040010soft"
12333,"0hard/-1039970soft"
12334,"0hard/-1039450soft"
12432,"0hard/-1039270soft"
12497,"0hard/-1039100soft"
12592,"0hard/-1039060soft"
12683,"0hard/-1038800soft"
12693,"0hard/-1038660soft"
