"timeMillisSpent","score"
5043,"0hard/-8273soft"
5444,"0hard/-8267soft"
6374,"0hard/-8258soft"
6460,"0hard/-8233soft"
7033,"0hard/-8224soft"
7218,"0hard/-8220soft"
7223,"0hard/-8212soft"
8474,"0hard/-8208soft"
12679,"0hard/-8206soft"
14993,"0hard/-8204soft"
17616,"0hard/-8199soft"
20215,"0hard/-8194soft"
34203,"0hard/-8189soft"
36757,"0hard/-8186soft"
37712,"0hard/-8174soft"
48931,"0hard/-8169soft"
51111,"0hard/-8159soft"
51253,"0hard/-8158soft"
57534,"0hard/-8152soft"
68150,"0hard/-8144soft"
73796,"0hard/-8139soft"
73796,"0hard/-8138soft"
78818,"0hard/-8118soft"
78839,"0hard/-8111soft"
84027,"0hard/-8105soft"
97714,"0hard/-8092soft"
113670,"0hard/-8086soft"
114412,"0hard/-8080soft"
119647,"0hard/-8073soft"
125714,"0hard/-8070soft"
129116,"0hard/-8036soft"
141955,"0hard/-8031soft"
152281,"0hard/-8030soft"
152348,"0hard/-8025soft"
152351,"0hard/-8023soft"
154238,"0hard/-8021soft"
154240,"0hard/-8019soft"
167482,"0hard/-8017soft"
167485,"0hard/-8001soft"
178655,"0hard/-7992soft"
179548,"0hard/-7988soft"
188554,"0hard/-7975soft"
192984,"0hard/-7974soft"
192984,"0hard/-7970soft"
209581,"0hard/-7954soft"
225874,"0hard/-7948soft"
225883,"0hard/-7947soft"
225885,"0hard/-7940soft"
225886,"0hard/-7926soft"
242945,"0hard/-7897soft"
259022,"0hard/-7896soft"
272106,"0hard/-7890soft"
277636,"0hard/-7886soft"
277638,"0hard/-7885soft"
282846,"0hard/-7883soft"
282847,"0hard/-7875soft"
282848,"0hard/-7865soft"
282859,"0hard/-7863soft"
282861,"0hard/-7862soft"
293539,"0hard/-7860soft"
295494,"0hard/-7832soft"
