"timeMillisSpent","score"
394,"0hard/-539680soft"
404,"0hard/-539290soft"
405,"0hard/-538900soft"
408,"0hard/-538440soft"
408,"0hard/-538090soft"
410,"0hard/-537390soft"
410,"0hard/-537040soft"
414,"0hard/-536840soft"
414,"0hard/-536420soft"
422,"0hard/-536140soft"
424,"0hard/-535660soft"
424,"0hard/-535270soft"
896,"0hard/-535210soft"
1143,"0hard/-535060soft"
1143,"0hard/-534710soft"
1474,"0hard/-534550soft"
1625,"0hard/-534310soft"
1645,"0hard/-534070soft"
1718,"0hard/-533730soft"
1769,"0hard/-533210soft"
1770,"0hard/-532840soft"
1883,"0hard/-532730soft"
2309,"0hard/-532630soft"
2310,"0hard/-532200soft"
2310,"0hard/-532120soft"
2310,"0hard/-531500soft"
2310,"0hard/-530940soft"
4623,"0hard/-530440soft"
4964,"0hard/-530080soft"
5069,"0hard/-529780soft"
5270,"0hard/-529440soft"
6043,"0hard/-529390soft"
6099,"0hard/-529200soft"
6104,"0hard/-528760soft"
6445,"0hard/-528720soft"
6445,"0hard/-528660soft"
6446,"0hard/-528380soft"
6787,"0hard/-528290soft"
6792,"0hard/-528280soft"
6792,"0hard/-528030soft"
7010,"0hard/-527850soft"
7134,"0hard/-527620soft"
7164,"0hard/-527450soft"
7345,"0hard/-527360soft"
7442,"0hard/-527190soft"
7490,"0hard/-526770soft"
7490,"0hard/-526350soft"
7993,"0hard/-526310soft"
8134,"0hard/-526270soft"
8206,"0hard/-526150soft"
8207,"0hard/-525800soft"
8339,"0hard/-525450soft"
8752,"0hard/-525090soft"
8859,"0hard/-524790soft"
9289,"0hard/-523840soft"
9290,"0hard/-523360soft"
10223,"0hard/-523090soft"
10223,"0hard/-522970soft"
10428,"0hard/-522910soft"
10578,"0hard/-522740soft"
10752,"0hard/-522460soft"
10885,"0hard/-522350soft"
11041,"0hard/-522060soft"
11268,"0hard/-522030soft"
11393,"0hard/-521910soft"
11393,"0hard/-521610soft"
11402,"0hard/-521190soft"
11840,"0hard/-521020soft"
11987,"0hard/-520940soft"
12049,"0hard/-520850soft"
12053,"0hard/-520710soft"
12120,"0hard/-520440soft"
12153,"0hard/-520200soft"
12217,"0hard/-519990soft"
12277,"0hard/-519920soft"
12335,"0hard/-519670soft"
12883,"0hard/-519550soft"
12965,"0hard/-519200soft"
12968,"0hard/-519140soft"
13080,"0hard/-519120soft"
13292,"0hard/-519040soft"
13362,"0hard/-518980soft"
13399,"0hard/-518880soft"
13455,"0hard/-518700soft"
13500,"0hard/-518490soft"
13500,"0hard/-518070soft"
