"timeMillisSpent","score"
472,"-83hard/-6253soft"
488,"-42hard/-6303soft"
641,"-38hard/-110419soft"
3458,"-38hard/-102755soft"
3459,"-38hard/-102751soft"
3459,"-38hard/-102566soft"
3461,"-37hard/-105931soft"
3461,"-37hard/-105930soft"
3461,"-37hard/-105873soft"
3639,"-37hard/-81637soft"
3640,"-37hard/-81636soft"
3640,"-37hard/-81545soft"
3746,"-37hard/-81324soft"
3747,"-37hard/-80806soft"
3747,"-37hard/-80805soft"
3764,"-36hard/-98654soft"
3834,"-35hard/-99419soft"
3834,"-35hard/-99278soft"
3835,"-34hard/-99280soft"
3835,"-34hard/-99098soft"
3836,"-34hard/-99092soft"
3836,"-34hard/-99091soft"
3933,"-34hard/-89131soft"
3933,"-33hard/-89222soft"
3934,"-33hard/-89172soft"
3948,"-32hard/-109144soft"
4025,"-28hard/-131102soft"
4879,"-28hard/-111957soft"
4879,"-28hard/-111770soft"
4880,"-28hard/-110791soft"
5072,"-28hard/-106607soft"
5090,"-27hard/-116320soft"
5091,"-26hard/-116201soft"
5149,"-24hard/-106320soft"
5864,"-23hard/-111464soft"
5969,"-22hard/-106667soft"
5981,"-22hard/-98551soft"
5981,"-21hard/-98626soft"
5983,"-21hard/-97118soft"
6329,"-20hard/-95735soft"
6330,"-20hard/-95266soft"
6331,"-20hard/-90828soft"
6331,"-20hard/-90672soft"
6430,"-19hard/-98656soft"
6431,"-19hard/-98606soft"
6431,"-19hard/-98588soft"
6431,"-19hard/-98547soft"
6431,"-19hard/-98209soft"
6435,"-18hard/-100106soft"
6436,"-18hard/-100065soft"
6436,"-18hard/-99604soft"
6916,"-17hard/-100106soft"
6917,"-17hard/-100018soft"
6917,"-17hard/-99986soft"
7389,"-17hard/-75984soft"
7389,"-17hard/-75983soft"
7389,"-17hard/-75957soft"
7589,"-15hard/-90078soft"
7591,"-13hard/-90058soft"
7591,"-13hard/-88741soft"
8624,"-12hard/-87532soft"
9180,"-11hard/-123000soft"
9303,"-11hard/-120560soft"
9303,"-11hard/-119905soft"
9532,"-11hard/-114215soft"
9533,"-11hard/-114203soft"
9533,"-11hard/-114118soft"
9533,"-11hard/-114107soft"
9534,"-11hard/-114035soft"
9534,"-11hard/-113985soft"
9534,"-11hard/-112762soft"
9536,"-11hard/-112365soft"
9536,"-11hard/-112364soft"
9630,"-10hard/-81471soft"
9720,"-9hard/-76577soft"
10287,"-8hard/-125481soft"
10287,"-8hard/-125446soft"
10288,"-8hard/-125233soft"
10539,"-8hard/-82552soft"
10712,"-7hard/-102412soft"
10712,"-7hard/-102369soft"
10713,"-7hard/-102368soft"
10713,"-7hard/-102299soft"
10713,"-7hard/-102264soft"
10746,"-7hard/-89729soft"
10751,"-7hard/-89620soft"
10988,"-7hard/-86134soft"
10989,"-7hard/-86131soft"
10990,"-7hard/-85522soft"
10990,"-7hard/-83170soft"
10991,"-7hard/-82565soft"
10991,"-7hard/-82261soft"
11134,"-7hard/-78960soft"
11134,"-7hard/-78927soft"
11138,"-7hard/-78347soft"
11138,"-7hard/-78218soft"
11138,"-7hard/-78168soft"
11175,"-6hard/-97720soft"
11175,"-6hard/-97585soft"
11175,"-6hard/-96508soft"
11176,"-5hard/-97476soft"
11176,"-5hard/-97453soft"
11177,"-5hard/-96689soft"
11398,"-5hard/-96219soft"
11399,"-5hard/-95663soft"
11399,"-5hard/-95523soft"
11399,"-5hard/-95472soft"
11400,"-5hard/-95470soft"
11401,"-5hard/-93991soft"
11419,"-5hard/-90574soft"
11433,"-4hard/-105853soft"
11434,"-4hard/-104527soft"
11545,"-4hard/-81068soft"
11545,"-4hard/-81067soft"
11810,"-4hard/-75076soft"
11899,"-3hard/-83977soft"
12179,"-2hard/-113583soft"
12291,"-2hard/-107425soft"
12291,"-2hard/-106147soft"
12303,"-2hard/-102169soft"
12304,"-2hard/-102149soft"
12655,"-2hard/-96080soft"
12656,"-2hard/-95974soft"
12656,"-2hard/-95904soft"
12842,"-2hard/-76452soft"
12978,"-2hard/-59120soft"
13291,"-2hard/-53706soft"
13291,"-2hard/-53701soft"
13292,"-2hard/-53635soft"
13292,"-2hard/-53621soft"
13529,"-1hard/-107368soft"
13559,"-1hard/-85631soft"
13560,"-1hard/-84954soft"
13560,"-1hard/-83799soft"
13561,"-1hard/-83772soft"
13673,"-1hard/-78569soft"
13715,"-1hard/-77836soft"
13774,"-1hard/-76368soft"
13774,"-1hard/-76322soft"
13775,"-1hard/-76250soft"
13775,"-1hard/-76203soft"
13788,"0hard/-88723soft"
13788,"0hard/-88687soft"
13789,"0hard/-88281soft"
14056,"0hard/-87878soft"
14057,"0hard/-86061soft"
14923,"0hard/-83734soft"
15130,"0hard/-82915soft"
15130,"0hard/-82830soft"
15131,"0hard/-82770soft"
15131,"0hard/-82667soft"
15133,"0hard/-81112soft"
15133,"0hard/-81062soft"
15163,"0hard/-77130soft"
15241,"0hard/-76531soft"
15242,"0hard/-75820soft"
15242,"0hard/-75769soft"
15243,"0hard/-75766soft"
15243,"0hard/-75712soft"
15243,"0hard/-75678soft"
15244,"0hard/-75626soft"
15333,"0hard/-71946soft"
15334,"0hard/-71833soft"
15438,"0hard/-71770soft"
15438,"0hard/-71744soft"
15439,"0hard/-71699soft"
15523,"0hard/-67600soft"
15862,"0hard/-67392soft"
15863,"0hard/-66657soft"
15943,"0hard/-66642soft"
15943,"0hard/-66532soft"
15944,"0hard/-66184soft"
15944,"0hard/-66172soft"
15993,"0hard/-66035soft"
16048,"0hard/-65763soft"
16053,"0hard/-65631soft"
16103,"0hard/-62324soft"
16104,"0hard/-62275soft"
16106,"0hard/-62211soft"
16106,"0hard/-61807soft"
16340,"0hard/-61280soft"
16340,"0hard/-61264soft"
16584,"0hard/-60946soft"
16627,"0hard/-60801soft"
16627,"0hard/-60702soft"
16655,"0hard/-60676soft"
16655,"0hard/-60672soft"
16656,"0hard/-60590soft"
16717,"0hard/-60407soft"
