"timeMillisSpent","score"
1217,"[0]hard/[-50252/-62185982/-141777/-243183]soft"
1223,"[0]hard/[-50000/-62075487/-141322/-243253]soft"
1411,"[0]hard/[-49966/-193984506/-369683/-391571]soft"
1412,"[0]hard/[-49966/-193911362/-368107/-391421]soft"
1412,"[0]hard/[-49966/-192862439/-371359/-387122]soft"
1532,"[0]hard/[-49916/-182451495/-322406/-428216]soft"
1568,"[0]hard/[-49875/-260948113/-448246/-519034]soft"
1568,"[0]hard/[-49875/-260285269/-447597/-516953]soft"
1569,"[0]hard/[-49875/-259336354/-447817/-514258]soft"
1753,"[0]hard/[-49849/-181905685/-315736/-397519]soft"
1753,"[0]hard/[-49849/-181559575/-316405/-395599]soft"
1754,"[0]hard/[-49849/-180263492/-312482/-398453]soft"
1754,"[0]hard/[-49849/-179086420/-313502/-395329]soft"
2028,"[0]hard/[-49844/-159618350/-309686/-355145]soft"
2028,"[0]hard/[-49844/-159573997/-310851/-356312]soft"
2029,"[0]hard/[-49830/-164206729/-320619/-353041]soft"
2029,"[0]hard/[-49830/-164198409/-319819/-353911]soft"
2029,"[0]hard/[-49830/-164050893/-319743/-350493]soft"
2029,"[0]hard/[-49830/-162100685/-318271/-346874]soft"
2030,"[0]hard/[-49830/-162014102/-320715/-344816]soft"
2060,"[0]hard/[-49815/-156498945/-300902/-332196]soft"
2112,"[0]hard/[-49766/-180666886/-317635/-427082]soft"
2113,"[0]hard/[-49766/-180498213/-317359/-426011]soft"
2113,"[0]hard/[-49766/-180178392/-317104/-425261]soft"
2276,"[0]hard/[-49757/-180975679/-347059/-402330]soft"
2281,"[0]hard/[-49737/-226782293/-410603/-454701]soft"
2281,"[0]hard/[-49737/-224926559/-409100/-454946]soft"
2281,"[0]hard/[-49735/-224926559/-409100/-454946]soft"
2282,"[0]hard/[-49735/-224274655/-409043/-454215]soft"
2286,"[0]hard/[-49734/-233786075/-403465/-468682]soft"
2287,"[0]hard/[-49734/-233786075/-401801/-469588]soft"
2288,"[0]hard/[-49734/-233237859/-401879/-465780]soft"
2299,"[0]hard/[-49724/-245723307/-407839/-523269]soft"
2307,"[0]hard/[-49664/-243039735/-410868/-500967]soft"
2307,"[0]hard/[-49664/-241191551/-407748/-498261]soft"
2308,"[0]hard/[-49664/-241177207/-405552/-494148]soft"
2308,"[0]hard/[-49664/-240143055/-404385/-492791]soft"
2308,"[0]hard/[-49664/-240052686/-404638/-492385]soft"
2309,"[0]hard/[-49664/-238624992/-407083/-487976]soft"
2339,"[0]hard/[-49625/-192995483/-337064/-457026]soft"
2441,"[0]hard/[-49623/-252383814/-431053/-483466]soft"
2441,"[0]hard/[-49623/-252383814/-430867/-483606]soft"
2441,"[0]hard/[-49623/-252227862/-430740/-482922]soft"
2441,"[0]hard/[-49623/-251037243/-427460/-482178]soft"
2442,"[0]hard/[-49623/-250927038/-427776/-483060]soft"
2442,"[0]hard/[-49623/-250218957/-422898/-487590]soft"
2442,"[0]hard/[-49623/-250114116/-423195/-488757]soft"
2442,"[0]hard/[-49623/-249679708/-426138/-487935]soft"
2442,"[0]hard/[-49623/-248814956/-425662/-486591]soft"
2444,"[0]hard/[-49623/-248493060/-413046/-493119]soft"
2444,"[0]hard/[-49597/-248493060/-413046/-493119]soft"
2444,"[0]hard/[-49597/-248098172/-412734/-491842]soft"
2500,"[0]hard/[-49586/-233562168/-407940/-492746]soft"
2500,"[0]hard/[-49586/-233342344/-408468/-490297]soft"
2528,"[0]hard/[-49584/-212002875/-387989/-451872]soft"
2528,"[0]hard/[-49584/-210870791/-390840/-442667]soft"
2529,"[0]hard/[-49584/-210429299/-393223/-438630]soft"
2540,"[0]hard/[-49583/-238835276/-431285/-470346]soft"
2541,"[0]hard/[-49583/-237835521/-431344/-467607]soft"
2541,"[0]hard/[-49583/-235675809/-430773/-464042]soft"
2543,"[0]hard/[-49580/-239243125/-432535/-473631]soft"
2543,"[0]hard/[-49580/-238857077/-433303/-471148]soft"
2543,"[0]hard/[-49580/-237970436/-435171/-469471]soft"
2586,"[0]hard/[-49566/-171257518/-327403/-406466]soft"
2587,"[0]hard/[-49566/-170228096/-326670/-405444]soft"
2587,"[0]hard/[-49566/-168229421/-323420/-401313]soft"
2587,"[0]hard/[-49566/-168208178/-319309/-403080]soft"
2587,"[0]hard/[-49566/-167190029/-315743/-401489]soft"
2588,"[0]hard/[-49566/-167190029/-315690/-401546]soft"
2612,"[0]hard/[-49560/-215512425/-367552/-451893]soft"
2612,"[0]hard/[-49560/-215003460/-367564/-452980]soft"
2612,"[0]hard/[-49520/-215003460/-367564/-452980]soft"
2613,"[0]hard/[-49520/-214820940/-366940/-452562]soft"
2613,"[0]hard/[-49520/-214820940/-366392/-453010]soft"
2613,"[0]hard/[-49507/-215719663/-370723/-452941]soft"
2851,"[0]hard/[-49488/-181770288/-336117/-397717]soft"
2959,"[0]hard/[-49452/-172298775/-330025/-377528]soft"
2959,"[0]hard/[-49452/-170985139/-328983/-377074]soft"
2960,"[0]hard/[-49452/-169537920/-329238/-375690]soft"
3013,"[0]hard/[-49425/-235972827/-416279/-473254]soft"
3014,"[0]hard/[-49425/-235972827/-416029/-477199]soft"
3014,"[0]hard/[-49425/-235972827/-413254/-479754]soft"
3015,"[0]hard/[-49425/-235856744/-412718/-479144]soft"
3015,"[0]hard/[-49425/-235750451/-412157/-478695]soft"
3016,"[0]hard/[-49425/-235590440/-411607/-476105]soft"
3016,"[0]hard/[-49425/-234991901/-410315/-475142]soft"
3016,"[0]hard/[-49425/-234359741/-409805/-470946]soft"
3017,"[0]hard/[-49425/-232432946/-408401/-465155]soft"
3019,"[0]hard/[-49425/-231329867/-411004/-462375]soft"
3019,"[0]hard/[-49425/-231329867/-410714/-462375]soft"
3019,"[0]hard/[-49425/-230711104/-408209/-461319]soft"
3020,"[0]hard/[-49400/-238777424/-421348/-461793]soft"
3077,"[0]hard/[-49399/-254828683/-452755/-544081]soft"
3077,"[0]hard/[-49399/-254828683/-447836/-546529]soft"
3078,"[0]hard/[-49399/-253244943/-449452/-544516]soft"
3078,"[0]hard/[-49399/-251938959/-449452/-537523]soft"
3078,"[0]hard/[-49399/-249789948/-449290/-533814]soft"
3079,"[0]hard/[-49399/-244894037/-435573/-529775]soft"
3080,"[0]hard/[-49399/-244894037/-435469/-529841]soft"
3080,"[0]hard/[-49399/-241151474/-428610/-529957]soft"
3081,"[0]hard/[-49399/-239410860/-427868/-527755]soft"
3091,"[0]hard/[-49384/-270445810/-484509/-577159]soft"
3091,"[0]hard/[-49384/-269910378/-485902/-576787]soft"
3091,"[0]hard/[-49384/-269828956/-508000/-572158]soft"
3091,"[0]hard/[-49384/-269828956/-492589/-572609]soft"
3106,"[0]hard/[-49382/-310492160/-517652/-668886]soft"
3107,"[0]hard/[-49382/-307902802/-518919/-667152]soft"
3107,"[0]hard/[-49382/-304190323/-516621/-663481]soft"
3109,"[0]hard/[-49382/-303431577/-526525/-639909]soft"
3109,"[0]hard/[-49382/-302876092/-525760/-639149]soft"
3110,"[0]hard/[-49382/-302511199/-521714/-637616]soft"
3110,"[0]hard/[-49382/-302511199/-521693/-637601]soft"
3110,"[0]hard/[-49382/-300133256/-533359/-626669]soft"
3111,"[0]hard/[-49382/-300133256/-530839/-623717]soft"
3112,"[0]hard/[-49382/-299731589/-517961/-618644]soft"
3112,"[0]hard/[-49382/-299731589/-517452/-618749]soft"
3113,"[0]hard/[-49382/-299703302/-515793/-616632]soft"
3113,"[0]hard/[-49382/-299670162/-512682/-616436]soft"
3113,"[0]hard/[-49382/-297442040/-516383/-608067]soft"
3115,"[0]hard/[-49382/-296898790/-504969/-593843]soft"
3115,"[0]hard/[-49382/-295898230/-506516/-593337]soft"
3116,"[0]hard/[-49382/-294659902/-504277/-595822]soft"
3116,"[0]hard/[-49382/-294277630/-507088/-594094]soft"
3116,"[0]hard/[-49382/-293228494/-505634/-592642]soft"
3116,"[0]hard/[-49382/-293228494/-501709/-595135]soft"
3117,"[0]hard/[-49382/-293228494/-501271/-595501]soft"
3119,"[0]hard/[-49382/-292385653/-501398/-588328]soft"
3119,"[0]hard/[-49382/-291155508/-500663/-581704]soft"
3119,"[0]hard/[-49382/-289762979/-499185/-568670]soft"
3120,"[0]hard/[-49382/-286400073/-502303/-557493]soft"
3120,"[0]hard/[-49382/-283584922/-496287/-553896]soft"
3121,"[0]hard/[-49382/-281693099/-492340/-562406]soft"
3121,"[0]hard/[-49382/-281620745/-490646/-561866]soft"
3121,"[0]hard/[-49382/-280400741/-484178/-561782]soft"
3121,"[0]hard/[-49382/-280372241/-484568/-561508]soft"
3122,"[0]hard/[-49382/-278342057/-483704/-554613]soft"
3122,"[0]hard/[-49382/-276473544/-477225/-561427]soft"
3122,"[0]hard/[-49382/-272049271/-469514/-552531]soft"
3123,"[0]hard/[-49382/-271866676/-470157/-552093]soft"
3123,"[0]hard/[-49382/-270692267/-465346/-558444]soft"
3124,"[0]hard/[-49382/-268877624/-465746/-557958]soft"
3124,"[0]hard/[-49382/-268393110/-465289/-557509]soft"
3125,"[0]hard/[-49382/-267703802/-471349/-541972]soft"
3125,"[0]hard/[-49382/-267703802/-470965/-542290]soft"
3126,"[0]hard/[-49382/-267072373/-471944/-540737]soft"
3126,"[0]hard/[-49382/-265409449/-471612/-540251]soft"
3126,"[0]hard/[-49382/-263131936/-468422/-535463]soft"
3127,"[0]hard/[-49382/-262644759/-463576/-538723]soft"
3128,"[0]hard/[-49382/-260498252/-470970/-537849]soft"
3128,"[0]hard/[-49382/-260498252/-470364/-538205]soft"
3128,"[0]hard/[-49382/-260498252/-467090/-538717]soft"
3129,"[0]hard/[-49382/-259837263/-466605/-537350]soft"
3144,"[0]hard/[-49380/-302104974/-533030/-596123]soft"
3144,"[0]hard/[-49380/-301223799/-531820/-595216]soft"
3144,"[0]hard/[-49380/-301001051/-528169/-593832]soft"
3145,"[0]hard/[-49380/-298742981/-524689/-592231]soft"
3145,"[0]hard/[-49380/-298357421/-523159/-593012]soft"
3145,"[0]hard/[-49380/-298055317/-512572/-601860]soft"
3150,"[0]hard/[-49380/-297955774/-518030/-593436]soft"
3150,"[0]hard/[-49380/-297955774/-517832/-593040]soft"
3150,"[0]hard/[-49380/-296858819/-517466/-592931]soft"
3151,"[0]hard/[-49380/-294951107/-512489/-590883]soft"
3151,"[0]hard/[-49380/-289074530/-509465/-579881]soft"
3151,"[0]hard/[-49380/-287929618/-510961/-577133]soft"
3156,"[0]hard/[-49380/-286758378/-521940/-576110]soft"
3156,"[0]hard/[-49380/-286353057/-525429/-575363]soft"
3156,"[0]hard/[-49380/-286008849/-525256/-575043]soft"
3157,"[0]hard/[-49380/-282556562/-521957/-571512]soft"
3157,"[0]hard/[-49380/-282556562/-519365/-571199]soft"
3157,"[0]hard/[-49380/-282556562/-519275/-571199]soft"
3158,"[0]hard/[-49356/-285807794/-528954/-566279]soft"
3196,"[0]hard/[-49354/-242026193/-405482/-517494]soft"
3205,"[0]hard/[-49354/-241946664/-461991/-510940]soft"
3213,"[0]hard/[-49354/-226529706/-433794/-508872]soft"
3213,"[0]hard/[-49354/-225676782/-431137/-508280]soft"
3213,"[0]hard/[-49354/-222763254/-428751/-501659]soft"
3272,"[0]hard/[-49245/-163614036/-314309/-413429]soft"
3272,"[0]hard/[-49245/-163479604/-312441/-415574]soft"
3413,"[0]hard/[-49222/-228868026/-431640/-420830]soft"
3413,"[0]hard/[-49222/-228852642/-432693/-420530]soft"
3413,"[0]hard/[-49222/-228770762/-433664/-419521]soft"
3676,"[0]hard/[-49212/-237820619/-420705/-476854]soft"
3688,"[0]hard/[-49176/-254697662/-457431/-507623]soft"
3688,"[0]hard/[-49176/-254697662/-456514/-508540]soft"
3700,"[0]hard/[-49171/-271515308/-497417/-511486]soft"
3700,"[0]hard/[-49171/-271277527/-497291/-511274]soft"
3702,"[0]hard/[-49171/-270376359/-498432/-507395]soft"
3703,"[0]hard/[-49171/-268925093/-493668/-504866]soft"
3703,"[0]hard/[-49137/-272700664/-503852/-510317]soft"
3703,"[0]hard/[-49137/-271622080/-501200/-509072]soft"
3703,"[0]hard/[-49137/-269814469/-496062/-506810]soft"
3704,"[0]hard/[-49137/-269814469/-495877/-507501]soft"
3704,"[0]hard/[-49137/-268952296/-494641/-505917]soft"
3704,"[0]hard/[-49137/-268952296/-492431/-507984]soft"
3704,"[0]hard/[-49137/-268483993/-493128/-507390]soft"
