"timeMillisSpent","score"
403,"0hard/-539680soft"
406,"0hard/-539330soft"
407,"0hard/-538980soft"
407,"0hard/-538380soft"
410,"0hard/-537930soft"
410,"0hard/-536960soft"
410,"0hard/-536360soft"
413,"0hard/-536010soft"
414,"0hard/-535620soft"
414,"0hard/-535230soft"
426,"0hard/-535130soft"
426,"0hard/-534780soft"
427,"0hard/-533810soft"
434,"0hard/-533770soft"
437,"0hard/-533520soft"
439,"0hard/-533490soft"
440,"0hard/-533110soft"
440,"0hard/-533070soft"
440,"0hard/-532720soft"
442,"0hard/-532550soft"
446,"0hard/-532510soft"
448,"0hard/-532410soft"
448,"0hard/-532210soft"
450,"0hard/-532010soft"
452,"0hard/-531880soft"
453,"0hard/-531530soft"
454,"0hard/-531410soft"
456,"0hard/-531180soft"
460,"0hard/-530900soft"
469,"0hard/-530890soft"
469,"0hard/-530470soft"
470,"0hard/-529730soft"
476,"0hard/-529610soft"
477,"0hard/-529580soft"
477,"0hard/-529540soft"
477,"0hard/-529120soft"
478,"0hard/-529060soft"
484,"0hard/-528930soft"
485,"0hard/-528570soft"
486,"0hard/-528090soft"
500,"0hard/-527900soft"
500,"0hard/-527720soft"
500,"0hard/-527330soft"
508,"0hard/-527000soft"
516,"0hard/-526860soft"
518,"0hard/-526640soft"
525,"0hard/-526300soft"
533,"0hard/-525900soft"
540,"0hard/-525830soft"
541,"0hard/-525480soft"
548,"0hard/-525310soft"
555,"0hard/-524470soft"
564,"0hard/-524350soft"
564,"0hard/-524000soft"
576,"0hard/-523160soft"
589,"0hard/-523120soft"
604,"0hard/-523000soft"
606,"0hard/-522960soft"
612,"0hard/-522570soft"
614,"0hard/-522490soft"
632,"0hard/-522330soft"
646,"0hard/-522010soft"
652,"0hard/-521860soft"
654,"0hard/-521710soft"
659,"0hard/-521570soft"
665,"0hard/-521400soft"
675,"0hard/-521280soft"
678,"0hard/-521210soft"
679,"0hard/-521040soft"
679,"0hard/-520690soft"
685,"0hard/-520670soft"
693,"0hard/-520460soft"
701,"0hard/-520180soft"
701,"0hard/-520060soft"
702,"0hard/-519890soft"
702,"0hard/-519510soft"
743,"0hard/-519400soft"
745,"0hard/-519180soft"
745,"0hard/-518870soft"
753,"0hard/-518540soft"
786,"0hard/-518430soft"
796,"0hard/-518350soft"
810,"0hard/-517840soft"
854,"0hard/-517750soft"
870,"0hard/-517670soft"
870,"0hard/-517530soft"
872,"0hard/-517460soft"
872,"0hard/-517110soft"
879,"0hard/-516770soft"
879,"0hard/-516320soft"
898,"0hard/-516030soft"
940,"0hard/-515790soft"
966,"0hard/-515670soft"
967,"0hard/-515320soft"
992,"0hard/-515270soft"
1003,"0hard/-515260soft"
1004,"0hard/-514880soft"
1005,"0hard/-514560soft"
1010,"0hard/-514100soft"
1018,"0hard/-513970soft"
1020,"0hard/-513940soft"
1025,"0hard/-513810soft"
1052,"0hard/-513680soft"
1064,"0hard/-513400soft"
1075,"0hard/-513310soft"
1105,"0hard/-513300soft"
1112,"0hard/-513220soft"
1115,"0hard/-513200soft"
1120,"0hard/-512930soft"
1126,"0hard/-512840soft"
1126,"0hard/-512490soft"
1140,"0hard/-512440soft"
1157,"0hard/-512280soft"
1164,"0hard/-511970soft"
1179,"0hard/-511350soft"
1208,"0hard/-511280soft"
1208,"0hard/-510990soft"
1209,"0hard/-510600soft"
1230,"0hard/-510590soft"
1238,"0hard/-510410soft"
1238,"0hard/-510060soft"
1255,"0hard/-510020soft"
1258,"0hard/-509970soft"
1260,"0hard/-509650soft"
1309,"0hard/-509370soft"
1309,"0hard/-509270soft"
1309,"0hard/-508850soft"
1360,"0hard/-508650soft"
1388,"0hard/-508530soft"
1398,"0hard/-508380soft"
1405,"0hard/-507850soft"
1439,"0hard/-507690soft"
1439,"0hard/-507310soft"
1453,"0hard/-507130soft"
1470,"0hard/-507090soft"
1473,"0hard/-506840soft"
1488,"0hard/-506820soft"
1489,"0hard/-506470soft"
1546,"0hard/-506460soft"
1564,"0hard/-506370soft"
1566,"0hard/-506020soft"
1589,"0hard/-505650soft"
1602,"0hard/-505640soft"
1608,"0hard/-505370soft"
1630,"0hard/-505310soft"
1632,"0hard/-505290soft"
1632,"0hard/-504710soft"
1709,"0hard/-504680soft"
1733,"0hard/-504600soft"
1733,"0hard/-504250soft"
1847,"0hard/-504000soft"
1854,"0hard/-503910soft"
1880,"0hard/-503730soft"
1886,"0hard/-503600soft"
1890,"0hard/-503250soft"
1909,"0hard/-503200soft"
1923,"0hard/-503070soft"
1940,"0hard/-503030soft"
1948,"0hard/-502980soft"
1949,"0hard/-502870soft"
1963,"0hard/-502710soft"
1971,"0hard/-502650soft"
1980,"0hard/-502590soft"
1987,"0hard/-502580soft"
1995,"0hard/-502380soft"
1995,"0hard/-501860soft"
2039,"0hard/-501690soft"
2079,"0hard/-501430soft"
2087,"0hard/-501290soft"
2095,"0hard/-500960soft"
2110,"0hard/-500760soft"
2120,"0hard/-500610soft"
2144,"0hard/-500580soft"
2164,"0hard/-500160soft"
2220,"0hard/-500010soft"
2236,"0hard/-499980soft"
2253,"0hard/-499960soft"
2254,"0hard/-499920soft"
2259,"0hard/-499880soft"
2263,"0hard/-499690soft"
2274,"0hard/-499570soft"
2295,"0hard/-499550soft"
2299,"0hard/-499430soft"
2308,"0hard/-498980soft"
2318,"0hard/-498570soft"
2319,"0hard/-498410soft"
2395,"0hard/-498270soft"
2396,"0hard/-497880soft"
2399,"0hard/-497700soft"
2408,"0hard/-497570soft"
2438,"0hard/-497520soft"
2445,"0hard/-497380soft"
2445,"0hard/-497310soft"
2455,"0hard/-496790soft"
2455,"0hard/-496370soft"
2587,"0hard/-496250soft"
2592,"0hard/-495980soft"
2592,"0hard/-495630soft"
2597,"0hard/-495480soft"
2632,"0hard/-495160soft"
2644,"0hard/-495000soft"
2665,"0hard/-494860soft"
2665,"0hard/-494760soft"
2718,"0hard/-494510soft"
2733,"0hard/-494400soft"
2743,"0hard/-494300soft"
2759,"0hard/-493900soft"
2806,"0hard/-493820soft"
2812,"0hard/-493700soft"
2857,"0hard/-493660soft"
2876,"0hard/-493630soft"
2884,"0hard/-493610soft"
2889,"0hard/-493550soft"
2892,"0hard/-493270soft"
2892,"0hard/-492920soft"
2966,"0hard/-492720soft"
2983,"0hard/-492540soft"
2988,"0hard/-492370soft"
3006,"0hard/-492350soft"
3017,"0hard/-492270soft"
3017,"0hard/-491960soft"
3017,"0hard/-491510soft"
3148,"0hard/-491410soft"
3156,"0hard/-491330soft"
3172,"0hard/-491320soft"
3178,"0hard/-491290soft"
3198,"0hard/-491050soft"
3297,"0hard/-490760soft"
3307,"0hard/-490520soft"
3359,"0hard/-490390soft"
3366,"0hard/-490280soft"
3386,"0hard/-490240soft"
3397,"0hard/-490230soft"
3403,"0hard/-490020soft"
3403,"0hard/-489950soft"
3420,"0hard/-489910soft"
3420,"0hard/-489580soft"
3465,"0hard/-489550soft"
3473,"0hard/-489490soft"
3474,"0hard/-489360soft"
3480,"0hard/-489030soft"
3483,"0hard/-488860soft"
3520,"0hard/-488710soft"
3566,"0hard/-488370soft"
3642,"0hard/-488330soft"
3654,"0hard/-487920soft"
3669,"0hard/-487470soft"
3739,"0hard/-487420soft"
3742,"0hard/-487290soft"
3837,"0hard/-487230soft"
3859,"0hard/-487120soft"
3896,"0hard/-486940soft"
3950,"0hard/-486550soft"
3985,"0hard/-486510soft"
4000,"0hard/-485930soft"
4027,"0hard/-485840soft"
4038,"0hard/-485760soft"
4087,"0hard/-485650soft"
4089,"0hard/-485260soft"
4195,"0hard/-485220soft"
4199,"0hard/-485140soft"
4202,"0hard/-484880soft"
4202,"0hard/-484630soft"
4240,"0hard/-484430soft"
4267,"0hard/-484380soft"
4273,"0hard/-484270soft"
4282,"0hard/-484260soft"
4283,"0hard/-483940soft"
4345,"0hard/-483930soft"
4347,"0hard/-483720soft"
4347,"0hard/-483370soft"
4462,"0hard/-483350soft"
4472,"0hard/-483310soft"
4478,"0hard/-483010soft"
4491,"0hard/-482740soft"
4533,"0hard/-482640soft"
4544,"0hard/-482560soft"
