"timeMillisSpent","score"
4668,"0hard/-2146500soft"
4680,"0hard/-2146150soft"
4681,"0hard/-2145260soft"
4684,"0hard/-2144910soft"
4689,"0hard/-2144480soft"
4691,"0hard/-2144130soft"
4692,"0hard/-2143610soft"
4693,"0hard/-2143160soft"
4696,"0hard/-2142640soft"
4698,"0hard/-2142160soft"
4700,"0hard/-2141770soft"
4815,"0hard/-2141690soft"
4816,"0hard/-2141180soft"
4817,"0hard/-2140620soft"
5155,"0hard/-2140470soft"
5161,"0hard/-2140290soft"
5168,"0hard/-2139940soft"
5170,"0hard/-2139460soft"
5171,"0hard/-2139320soft"
5172,"0hard/-2138930soft"
5172,"0hard/-2138870soft"
5173,"0hard/-2138740soft"
5174,"0hard/-2138640soft"
5533,"0hard/-2138180soft"
5590,"0hard/-2137870soft"
5591,"0hard/-2137700soft"
5614,"0hard/-2137610soft"
5614,"0hard/-2137160soft"
5615,"0hard/-2136560soft"
5776,"0hard/-2136270soft"
5776,"0hard/-2135780soft"
5842,"0hard/-2135530soft"
5843,"0hard/-2135430soft"
5844,"0hard/-2135280soft"
5847,"0hard/-2135210soft"
5850,"0hard/-2134970soft"
5851,"0hard/-2134420soft"
6260,"0hard/-2134070soft"
6294,"0hard/-2133920soft"
6301,"0hard/-2133900soft"
6495,"0hard/-2133770soft"
6516,"0hard/-2133690soft"
6523,"0hard/-2133480soft"
6524,"0hard/-2132910soft"
6525,"0hard/-2132780soft"
6526,"0hard/-2132430soft"
6527,"0hard/-2131630soft"
6528,"0hard/-2131280soft"
6528,"0hard/-2130930soft"
6892,"0hard/-2130820soft"
6893,"0hard/-2130690soft"
6918,"0hard/-2130590soft"
7023,"0hard/-2130270soft"
7065,"0hard/-2130230soft"
7065,"0hard/-2129750soft"
7186,"0hard/-2129630soft"
7209,"0hard/-2129600soft"
7210,"0hard/-2129560soft"
7210,"0hard/-2129210soft"
7294,"0hard/-2129130soft"
7295,"0hard/-2128910soft"
7297,"0hard/-2128530soft"
7303,"0hard/-2128320soft"
7396,"0hard/-2127950soft"
7685,"0hard/-2127860soft"
7699,"0hard/-2127840soft"
7732,"0hard/-2127780soft"
7737,"0hard/-2127090soft"
7760,"0hard/-2127020soft"
7791,"0hard/-2126950soft"
7792,"0hard/-2126150soft"
7794,"0hard/-2126050soft"
7922,"0hard/-2125520soft"
7923,"0hard/-2125170soft"
7952,"0hard/-2125000soft"
7954,"0hard/-2124770soft"
8022,"0hard/-2124640soft"
8023,"0hard/-2124290soft"
8024,"0hard/-2123860soft"
8372,"0hard/-2123780soft"
8442,"0hard/-2123700soft"
8460,"0hard/-2123690soft"
8461,"0hard/-2123560soft"
8466,"0hard/-2123240soft"
8467,"0hard/-2123160soft"
8479,"0hard/-2122930soft"
8480,"0hard/-2122500soft"
8481,"0hard/-2122380soft"
8548,"0hard/-2122370soft"
8591,"0hard/-2122300soft"
8637,"0hard/-2122170soft"
8673,"0hard/-2122160soft"
8688,"0hard/-2122010soft"
8696,"0hard/-2121800soft"
8713,"0hard/-2121000soft"
8714,"0hard/-2120580soft"
8714,"0hard/-2120190soft"
8716,"0hard/-2119970soft"
8718,"0hard/-2119890soft"
8719,"0hard/-2119330soft"
8849,"0hard/-2119050soft"
9077,"0hard/-2118720soft"
9077,"0hard/-2118370soft"
9078,"0hard/-2118340soft"
9079,"0hard/-2118310soft"
9208,"0hard/-2118100soft"
9367,"0hard/-2118080soft"
9392,"0hard/-2117960soft"
9425,"0hard/-2117660soft"
9447,"0hard/-2117640soft"
9479,"0hard/-2117320soft"
9480,"0hard/-2116970soft"
9481,"0hard/-2116620soft"
9482,"0hard/-2116500soft"
9483,"0hard/-2116320soft"
9632,"0hard/-2116000soft"
9648,"0hard/-2115950soft"
9649,"0hard/-2115530soft"
9719,"0hard/-2114870soft"
9720,"0hard/-2114420soft"
9723,"0hard/-2114330soft"
9752,"0hard/-2113920soft"
10100,"0hard/-2113860soft"
10101,"0hard/-2113510soft"
10205,"0hard/-2113440soft"
10214,"0hard/-2113220soft"
10218,"0hard/-2113180soft"
10219,"0hard/-2112800soft"
10262,"0hard/-2112730soft"
10262,"0hard/-2112130soft"
10361,"0hard/-2111980soft"
10392,"0hard/-2111780soft"
10468,"0hard/-2111220soft"
10468,"0hard/-2111120soft"
10634,"0hard/-2111030soft"
10635,"0hard/-2110370soft"
10724,"0hard/-2110320soft"
10728,"0hard/-2110070soft"
10744,"0hard/-2110000soft"
10795,"0hard/-2109900soft"
10796,"0hard/-2109550soft"
10883,"0hard/-2109310soft"
10897,"0hard/-2108760soft"
10898,"0hard/-2108410soft"
11060,"0hard/-2108290soft"
11072,"0hard/-2107910soft"
11073,"0hard/-2107560soft"
11132,"0hard/-2107370soft"
11251,"0hard/-2107090soft"
11257,"0hard/-2107030soft"
11261,"0hard/-2106760soft"
11295,"0hard/-2106540soft"
11296,"0hard/-2106020soft"
11296,"0hard/-2105670soft"
11407,"0hard/-2105520soft"
11518,"0hard/-2105320soft"
11600,"0hard/-2105080soft"
11614,"0hard/-2104960soft"
11625,"0hard/-2104900soft"
11627,"0hard/-2104820soft"
11627,"0hard/-2104470soft"
11657,"0hard/-2104380soft"
11689,"0hard/-2104280soft"
11690,"0hard/-2103680soft"
11691,"0hard/-2103330soft"
11692,"0hard/-2102770soft"
12045,"0hard/-2102690soft"
12062,"0hard/-2102410soft"
12084,"0hard/-2102310soft"
12123,"0hard/-2102090soft"
12123,"0hard/-2101530soft"
12124,"0hard/-2101180soft"
12125,"0hard/-2100830soft"
12126,"0hard/-2100690soft"
12383,"0hard/-2100650soft"
12387,"0hard/-2100560soft"
12396,"0hard/-2100500soft"
12410,"0hard/-2100010soft"
12497,"0hard/-2099930soft"
12499,"0hard/-2099660soft"
12522,"0hard/-2099520soft"
12523,"0hard/-2099040soft"
12524,"0hard/-2098480soft"
12754,"0hard/-2098120soft"
12845,"0hard/-2097910soft"
12938,"0hard/-2097750soft"
12951,"0hard/-2097470soft"
12959,"0hard/-2097410soft"
12994,"0hard/-2097050soft"
13020,"0hard/-2096920soft"
13069,"0hard/-2096910soft"
13116,"0hard/-2096580soft"
13117,"0hard/-2096420soft"
13154,"0hard/-2096210soft"
13185,"0hard/-2095970soft"
13208,"0hard/-2095900soft"
13209,"0hard/-2095450soft"
13370,"0hard/-2095340soft"
13374,"0hard/-2095180soft"
13376,"0hard/-2095120soft"
13385,"0hard/-2095000soft"
13387,"0hard/-2094380soft"
13442,"0hard/-2094350soft"
13477,"0hard/-2094180soft"
13573,"0hard/-2093700soft"
13588,"0hard/-2093630soft"
13642,"0hard/-2093530soft"
13690,"0hard/-2093210soft"
13691,"0hard/-2093120soft"
