"timeMillisSpent","score"
13387,"-276hard/-13479soft"
13662,"-246hard/-13590soft"
13925,"-156hard/-13704soft"
14168,"-146hard/-13865soft"
14426,"-126hard/-13942soft"
14757,"-117hard/-13884soft"
15006,"-85hard/-13968soft"
15285,"-71hard/-13997soft"
15519,"-67hard/-14803soft"
15760,"-56hard/-14823soft"
16035,"-49hard/-16033soft"
16343,"-48hard/-16038soft"
16562,"-46hard/-16087soft"
16798,"-43hard/-16273soft"
17037,"-40hard/-16388soft"
17269,"-39hard/-16389soft"
17516,"-34hard/-16790soft"
17761,"-33hard/-16790soft"
18014,"-33hard/-16695soft"
18242,"-29hard/-17026soft"
18462,"-29hard/-16976soft"
18718,"-28hard/-17129soft"
18946,"-28hard/-17115soft"
19201,"-28hard/-17017soft"
19446,"-28hard/-16951soft"
19682,"-28hard/-16934soft"
19929,"-28hard/-16896soft"
20154,"-27hard/-16961soft"
20395,"-27hard/-16824soft"
20622,"-27hard/-16778soft"
20869,"-13hard/-16821soft"
21136,"-13hard/-16800soft"
21356,"-13hard/-16770soft"
21598,"-13hard/-16741soft"
21839,"-13hard/-16579soft"
22069,"-13hard/-16562soft"
22302,"-13hard/-16278soft"
22559,"-13hard/-16210soft"
22791,"-13hard/-16190soft"
23031,"-13hard/-16130soft"
23262,"-12hard/-16835soft"
23487,"-12hard/-16827soft"
23779,"-12hard/-16777soft"
24004,"-12hard/-16719soft"
24245,"-12hard/-16454soft"
24481,"-12hard/-16434soft"
24713,"-12hard/-16299soft"
24978,"-12hard/-16248soft"
25206,"-12hard/-16221soft"
25445,"-5hard/-16280soft"
25714,"-5hard/-16230soft"
25998,"-5hard/-16168soft"
26270,"-5hard/-16162soft"
26500,"-5hard/-16123soft"
26749,"-5hard/-15871soft"
27006,"-5hard/-15856soft"
27251,"-5hard/-15840soft"
27497,"-5hard/-15816soft"
27758,"-5hard/-15788soft"
27983,"-5hard/-15766soft"
28225,"-5hard/-15729soft"
28457,"-5hard/-15690soft"
28690,"-5hard/-15681soft"
28963,"-5hard/-15675soft"
29204,"-5hard/-15670soft"
29443,"-5hard/-15651soft"
29696,"-5hard/-15639soft"
29939,"-5hard/-15595soft"
30198,"-5hard/-15531soft"
30425,"-5hard/-15511soft"
30657,"-4hard/-15800soft"
30905,"-4hard/-15756soft"
31145,"-4hard/-15689soft"
31406,"-4hard/-15683soft"
31630,"-4hard/-15421soft"
31869,"-4hard/-15408soft"
32114,"-4hard/-15310soft"
32367,"-3hard/-15393soft"
32601,"-3hard/-15376soft"
32863,"-3hard/-15197soft"
33087,"-3hard/-15162soft"
33321,"-3hard/-15155soft"
33568,"-2hard/-15398soft"
33806,"-2hard/-15393soft"
34062,"-2hard/-15358soft"
34284,"-2hard/-15336soft"
34522,"-2hard/-15193soft"
34757,"-2hard/-15184soft"
35004,"-1hard/-15234soft"
35259,"-1hard/-15166soft"
35522,"-1hard/-15148soft"
35823,"-1hard/-15100soft"
36069,"-1hard/-15050soft"
36300,"-1hard/-15014soft"
36539,"-1hard/-14994soft"
36775,"-1hard/-14959soft"
37011,"-1hard/-14953soft"
37245,"-1hard/-14877soft"
37487,"-1hard/-14864soft"
37713,"-1hard/-14844soft"
37962,"-1hard/-14835soft"
38186,"-1hard/-14792soft"
38414,"-1hard/-14749soft"
38638,"-1hard/-14742soft"
38880,"-1hard/-14731soft"
39132,"-1hard/-14720soft"
39373,"-1hard/-14546soft"
39614,"-1hard/-14527soft"
39855,"0hard/-14658soft"
40086,"0hard/-14652soft"
40335,"0hard/-14648soft"
40571,"0hard/-14637soft"
40804,"0hard/-14631soft"
41028,"0hard/-14615soft"
41270,"0hard/-14610soft"
41494,"0hard/-14595soft"
41732,"0hard/-14585soft"
41971,"0hard/-14578soft"
42203,"0hard/-14574soft"
42429,"0hard/-14572soft"
42655,"0hard/-14567soft"
42908,"0hard/-14562soft"
43133,"0hard/-14548soft"
43359,"0hard/-14537soft"
43598,"0hard/-14511soft"
43838,"0hard/-14502soft"
44087,"0hard/-14489soft"
44332,"0hard/-14486soft"
44559,"0hard/-14485soft"
44795,"0hard/-14465soft"
45032,"0hard/-14464soft"
45262,"0hard/-14449soft"
45526,"0hard/-14429soft"
45767,"0hard/-14424soft"
45997,"0hard/-14423soft"
46244,"0hard/-14418soft"
46478,"0hard/-14401soft"
46731,"0hard/-14385soft"
46961,"0hard/-14384soft"
47419,"0hard/-14381soft"
47655,"0hard/-14360soft"
47916,"0hard/-14359soft"
48150,"0hard/-14355soft"
48379,"0hard/-14350soft"
48852,"0hard/-14317soft"
49077,"0hard/-14306soft"
49311,"0hard/-14303soft"
49541,"0hard/-14300soft"
49785,"0hard/-14296soft"
50011,"0hard/-14294soft"
50244,"0hard/-14281soft"
50725,"0hard/-14279soft"
51678,"0hard/-14267soft"
51917,"0hard/-14266soft"
52136,"0hard/-14265soft"
52586,"0hard/-14259soft"
52820,"0hard/-14256soft"
53075,"0hard/-14206soft"
53304,"0hard/-14204soft"
53538,"0hard/-14203soft"
53770,"0hard/-14202soft"
53999,"0hard/-14191soft"
54257,"0hard/-14190soft"
54726,"0hard/-14185soft"
54960,"0hard/-14184soft"
55666,"0hard/-14175soft"
55910,"0hard/-14174soft"
56144,"0hard/-14162soft"
56400,"0hard/-14153soft"
56883,"0hard/-14152soft"
57123,"0hard/-14148soft"
57363,"0hard/-14144soft"
57587,"0hard/-14141soft"
57823,"0hard/-14136soft"
58072,"0hard/-14133soft"
58303,"0hard/-14131soft"
58547,"0hard/-14127soft"
59006,"0hard/-14087soft"
59249,"0hard/-14084soft"
59478,"0hard/-14079soft"
59711,"0hard/-14078soft"
60179,"0hard/-14076soft"
60408,"0hard/-14073soft"
60656,"0hard/-14066soft"
60892,"0hard/-14060soft"
61132,"0hard/-14059soft"
61365,"0hard/-14058soft"
61583,"0hard/-14057soft"
61834,"0hard/-14054soft"
62067,"0hard/-14053soft"
62298,"0hard/-14049soft"
62538,"0hard/-14034soft"
63021,"0hard/-14032soft"
63252,"0hard/-14031soft"
63697,"0hard/-14028soft"
63940,"0hard/-14027soft"
64174,"0hard/-14026soft"
64410,"0hard/-14025soft"
64883,"0hard/-14023soft"
65125,"0hard/-14022soft"
65613,"0hard/-14018soft"
65854,"0hard/-14014soft"
66547,"0hard/-13955soft"
68439,"0hard/-13950soft"
68675,"0hard/-13948soft"
68896,"0hard/-13938soft"
69134,"0hard/-13937soft"
69378,"0hard/-13934soft"
69834,"0hard/-13933soft"
70281,"0hard/-13926soft"
70529,"0hard/-13909soft"
70752,"0hard/-13908soft"
70986,"0hard/-13897soft"
71218,"0hard/-13893soft"
71451,"0hard/-13892soft"
71689,"0hard/-13887soft"
71941,"0hard/-13872soft"
72164,"0hard/-13868soft"
72393,"0hard/-13867soft"
73108,"0hard/-13865soft"
73331,"0hard/-13843soft"
73556,"0hard/-13828soft"
73781,"0hard/-13827soft"
74007,"0hard/-13822soft"
74254,"0hard/-13821soft"
74490,"0hard/-13816soft"
74730,"0hard/-13815soft"
75423,"0hard/-13811soft"
75660,"0hard/-13809soft"
77036,"0hard/-13802soft"
77485,"0hard/-13789soft"
77737,"0hard/-13788soft"
78678,"0hard/-13786soft"
79396,"0hard/-13769soft"
79620,"0hard/-13768soft"
79851,"0hard/-13750soft"
80346,"0hard/-13748soft"
81764,"0hard/-13743soft"
82007,"0hard/-13742soft"
82925,"0hard/-13741soft"
83393,"0hard/-13739soft"
83857,"0hard/-13738soft"
84079,"0hard/-13735soft"
85456,"0hard/-13725soft"
85703,"0hard/-13723soft"
86391,"0hard/-13722soft"
87568,"0hard/-13720soft"
88049,"0hard/-13718soft"
88505,"0hard/-13716soft"
89878,"0hard/-13715soft"
90787,"0hard/-13712soft"
91670,"0hard/-13704soft"
91920,"0hard/-13688soft"
93084,"0hard/-13687soft"
93551,"0hard/-13686soft"
93773,"0hard/-13672soft"
94472,"0hard/-13670soft"
94691,"0hard/-13661soft"
95149,"0hard/-13660soft"
95620,"0hard/-13658soft"
96307,"0hard/-13657soft"
96538,"0hard/-13656soft"
98161,"0hard/-13654soft"
99306,"0hard/-13653soft"
