"timeMillisSpent","score"
133,"-35hard/-32406soft"
255,"-34hard/-32464soft"
266,"-33hard/-33035soft"
378,"-32hard/-39257soft"
743,"-30hard/-44491soft"
5260,"-30hard/-39577soft"
8293,"-29hard/-43495soft"
8294,"-29hard/-43480soft"
8417,"-29hard/-42495soft"
8417,"-29hard/-42465soft"
9696,"-28hard/-46826soft"
10066,"-28hard/-46330soft"
10066,"-28hard/-46296soft"
10067,"-27hard/-46289soft"
17087,"-26hard/-44732soft"
21931,"-26hard/-42379soft"
30981,"-26hard/-41774soft"
31018,"-25hard/-42379soft"
31019,"-25hard/-42299soft"
35463,"-25hard/-38714soft"
38053,"-24hard/-40403soft"
42448,"-23hard/-42535soft"
56146,"-23hard/-41308soft"
57197,"-22hard/-46323soft"
57199,"-22hard/-45891soft"
58131,"-21hard/-46810soft"
58864,"-21hard/-43010soft"
62349,"-19hard/-49252soft"
63957,"-19hard/-48091soft"
63958,"-19hard/-48065soft"
68265,"-19hard/-43510soft"
68265,"-19hard/-43498soft"
68265,"-19hard/-43199soft"
70897,"-18hard/-44440soft"
83017,"-18hard/-43994soft"
85632,"-18hard/-43652soft"
88035,"-18hard/-42602soft"
90026,"-18hard/-42588soft"
90242,"-17hard/-42193soft"
97291,"-16hard/-48017soft"
101750,"-16hard/-43326soft"
101752,"-16hard/-43238soft"
101752,"-15hard/-43203soft"
112810,"-15hard/-41117soft"
114041,"-15hard/-41059soft"
116839,"-15hard/-38376soft"
125075,"-14hard/-43054soft"
125138,"-13hard/-43120soft"
129483,"-13hard/-43095soft"
129484,"-13hard/-42881soft"
132825,"-12hard/-46753soft"
135526,"-12hard/-44402soft"
144414,"-12hard/-42905soft"
145275,"-12hard/-42391soft"
149190,"-11hard/-44061soft"
161085,"-11hard/-43995soft"
161086,"-11hard/-43794soft"
161087,"-11hard/-43599soft"
161113,"-11hard/-43254soft"
161113,"-11hard/-43195soft"
161143,"-10hard/-44372soft"
161143,"-10hard/-44255soft"
161158,"-10hard/-43913soft"
181973,"-9hard/-52400soft"
181974,"-9hard/-52381soft"
181991,"-9hard/-52028soft"
187794,"-8hard/-52956soft"
187795,"-8hard/-52929soft"
187795,"-8hard/-52852soft"
196904,"-8hard/-45711soft"
199239,"-8hard/-45531soft"
199246,"-8hard/-45490soft"
204447,"-8hard/-43832soft"
206743,"-8hard/-43559soft"
206959,"-8hard/-42668soft"
206960,"-8hard/-42651soft"
208413,"-8hard/-42608soft"
208414,"-8hard/-42537soft"
208442,"-8hard/-41769soft"
214553,"-7hard/-48367soft"
214711,"-7hard/-48200soft"
214713,"-7hard/-48199soft"
214717,"-7hard/-47699soft"
214718,"-7hard/-47656soft"
214722,"-7hard/-47637soft"
214724,"-7hard/-47625soft"
214724,"-7hard/-47103soft"
214726,"-7hard/-47091soft"
214730,"-7hard/-46638soft"
214733,"-7hard/-46578soft"
215198,"-6hard/-49826soft"
215198,"-6hard/-49349soft"
225463,"-6hard/-46874soft"
228908,"-6hard/-46368soft"
228909,"-6hard/-46339soft"
229860,"-6hard/-45478soft"
233913,"-5hard/-47809soft"
233916,"-5hard/-47808soft"
242384,"-5hard/-39892soft"
251823,"-5hard/-39206soft"
254983,"-5hard/-38293soft"
256507,"-4hard/-43024soft"
257655,"-4hard/-40002soft"
292182,"-4hard/-39966soft"
292184,"-4hard/-39930soft"
292185,"-4hard/-39926soft"
292191,"-4hard/-39910soft"
