"timeMillisSpent","score"
407,"0hard/-539680soft"
413,"0hard/-539330soft"
414,"0hard/-538980soft"
414,"0hard/-538380soft"
415,"0hard/-538030soft"
417,"0hard/-537680soft"
417,"0hard/-536980soft"
419,"0hard/-536630soft"
420,"0hard/-535740soft"
422,"0hard/-535350soft"
423,"0hard/-534690soft"
424,"0hard/-534270soft"
424,"0hard/-533670soft"
427,"0hard/-533150soft"
427,"0hard/-532800soft"
427,"0hard/-531910soft"
428,"0hard/-531210soft"
429,"0hard/-530730soft"
430,"0hard/-530210soft"
432,"0hard/-529860soft"
433,"0hard/-529510soft"
434,"0hard/-527710soft"
434,"0hard/-527110soft"
435,"0hard/-526900soft"
436,"0hard/-526550soft"
437,"0hard/-526160soft"
437,"0hard/-525810soft"
439,"0hard/-524840soft"
440,"0hard/-524360soft"
440,"0hard/-524010soft"
442,"0hard/-523660soft"
443,"0hard/-523210soft"
444,"0hard/-522410soft"
444,"0hard/-521990soft"
444,"0hard/-521640soft"
445,"0hard/-521290soft"
447,"0hard/-520590soft"
447,"0hard/-520370soft"
448,"0hard/-519980soft"
453,"0hard/-519110soft"
453,"0hard/-518720soft"
458,"0hard/-518370soft"
462,"0hard/-517980soft"
462,"0hard/-517420soft"
463,"0hard/-516620soft"
463,"0hard/-516240soft"
465,"0hard/-515890soft"
466,"0hard/-515540soft"
470,"0hard/-515190soft"
471,"0hard/-514840soft"
472,"0hard/-514060soft"
472,"0hard/-513710soft"
474,"0hard/-513360soft"
476,"0hard/-512700soft"
476,"0hard/-512350soft"
480,"0hard/-512000soft"
482,"0hard/-511610soft"
482,"0hard/-511260soft"
484,"0hard/-511120soft"
486,"0hard/-510640soft"
487,"0hard/-510120soft"
491,"0hard/-509740soft"
492,"0hard/-509180soft"
492,"0hard/-508700soft"
494,"0hard/-508350soft"
498,"0hard/-508320soft"
499,"0hard/-507970soft"
502,"0hard/-507620soft"
502,"0hard/-507270soft"
509,"0hard/-506590soft"
510,"0hard/-506150soft"
510,"0hard/-505800soft"
515,"0hard/-504400soft"
517,"0hard/-504050soft"
518,"0hard/-503660soft"
519,"0hard/-503270soft"
520,"0hard/-503200soft"
526,"0hard/-502500soft"
528,"0hard/-502440soft"
530,"0hard/-502370soft"
532,"0hard/-501980soft"
539,"0hard/-501630soft"
540,"0hard/-501130soft"
546,"0hard/-500740soft"
548,"0hard/-500530soft"
549,"0hard/-499950soft"
549,"0hard/-499910soft"
550,"0hard/-499840soft"
556,"0hard/-499050soft"
557,"0hard/-498700soft"
557,"0hard/-498180soft"
558,"0hard/-497790soft"
560,"0hard/-497310soft"
562,"0hard/-496960soft"
563,"0hard/-496610soft"
564,"0hard/-496260soft"
564,"0hard/-495640soft"
565,"0hard/-495290soft"
568,"0hard/-495040soft"
582,"0hard/-494340soft"
584,"0hard/-493920soft"
584,"0hard/-493570soft"
599,"0hard/-493180soft"
607,"0hard/-492660soft"
608,"0hard/-492310soft"
619,"0hard/-491960soft"
622,"0hard/-491920soft"
623,"0hard/-491570soft"
629,"0hard/-491220soft"
634,"0hard/-490660soft"
636,"0hard/-490560soft"
637,"0hard/-490420soft"
638,"0hard/-490000soft"
641,"0hard/-489380soft"
643,"0hard/-488820soft"
644,"0hard/-488650soft"
649,"0hard/-488300soft"
652,"0hard/-487950soft"
659,"0hard/-487530soft"
662,"0hard/-487110soft"
676,"0hard/-486760soft"
678,"0hard/-486060soft"
686,"0hard/-485580soft"
688,"0hard/-485230soft"
690,"0hard/-484610soft"
694,"0hard/-484150soft"
695,"0hard/-484020soft"
696,"0hard/-483670soft"
699,"0hard/-483320soft"
702,"0hard/-482930soft"
709,"0hard/-482770soft"
712,"0hard/-482290soft"
717,"0hard/-482250soft"
730,"0hard/-481900soft"
732,"0hard/-481550soft"
739,"0hard/-480870soft"
740,"0hard/-480520soft"
745,"0hard/-479670soft"
748,"0hard/-479190soft"
748,"0hard/-478800soft"
755,"0hard/-478510soft"
756,"0hard/-477950soft"
761,"0hard/-477620soft"
789,"0hard/-477270soft"
796,"0hard/-476520soft"
818,"0hard/-476420soft"
837,"0hard/-475860soft"
844,"0hard/-475200soft"
846,"0hard/-475090soft"
849,"0hard/-474740soft"
852,"0hard/-474390soft"
862,"0hard/-474040soft"
866,"0hard/-473830soft"
872,"0hard/-473480soft"
877,"0hard/-473130soft"
887,"0hard/-472740soft"
922,"0hard/-472570soft"
935,"0hard/-472220soft"
976,"0hard/-471770soft"
982,"0hard/-471320soft"
990,"0hard/-471280soft"
1019,"0hard/-470580soft"
1046,"0hard/-470570soft"
1055,"0hard/-470300soft"
1071,"0hard/-470140soft"
1112,"0hard/-469960soft"
1153,"0hard/-469790soft"
1167,"0hard/-469230soft"
1168,"0hard/-468880soft"
1252,"0hard/-468280soft"
1373,"0hard/-468050soft"
1378,"0hard/-467700soft"
1379,"0hard/-467350soft"
1486,"0hard/-467310soft"
1489,"0hard/-467040soft"
1578,"0hard/-466520soft"
1594,"0hard/-466000soft"
1609,"0hard/-465650soft"
1635,"0hard/-465530soft"
1642,"0hard/-465180soft"
1684,"0hard/-464830soft"
1686,"0hard/-464560soft"
1724,"0hard/-464500soft"
1727,"0hard/-464080soft"
1770,"0hard/-463980soft"
1873,"0hard/-463850soft"
2088,"0hard/-463730soft"
2090,"0hard/-463380soft"
2092,"0hard/-462900soft"
2118,"0hard/-462730soft"
2164,"0hard/-461740soft"
2223,"0hard/-461700soft"
2247,"0hard/-461350soft"
2493,"0hard/-460670soft"
2611,"0hard/-460610soft"
2880,"0hard/-460260soft"
2994,"0hard/-460200soft"
3003,"0hard/-460030soft"
3272,"0hard/-459950soft"
3316,"0hard/-459910soft"
3394,"0hard/-459810soft"
3517,"0hard/-459730soft"
3725,"0hard/-459630soft"
3902,"0hard/-459110soft"
3983,"0hard/-458980soft"
4265,"0hard/-458640soft"
4302,"0hard/-458550soft"
4338,"0hard/-458200soft"
4495,"0hard/-458120soft"
4578,"0hard/-457440soft"
4667,"0hard/-457300soft"
4717,"0hard/-457090soft"
4728,"0hard/-457050soft"
4736,"0hard/-457010soft"
4857,"0hard/-456880soft"
5253,"0hard/-456850soft"
5360,"0hard/-456500soft"
5579,"0hard/-456150soft"
5626,"0hard/-455800soft"
5798,"0hard/-455550soft"
5810,"0hard/-455200soft"
6029,"0hard/-455160soft"
6408,"0hard/-455080soft"
7419,"0hard/-454420soft"
7929,"0hard/-454150soft"
8166,"0hard/-454030soft"
9035,"0hard/-453990soft"
