"timeMillisSpent","score"
175,"[0]hard/[-8137/-22905495/-35090/-66188]soft"
192,"[0]hard/[-8137/-22699283/-36392/-65356]soft"
192,"[0]hard/[-8137/-22488051/-36392/-65393]soft"
312,"[0]hard/[-8137/-22458227/-52887/-49485]soft"
331,"[0]hard/[-8137/-22249119/-46450/-57228]soft"
438,"[0]hard/[-8057/-22615154/-46972/-58168]soft"
1876,"[0]hard/[-8057/-22585132/-42490/-60625]soft"
1936,"[0]hard/[-8057/-22510842/-44853/-58859]soft"
2009,"[0]hard/[-8057/-22428222/-49004/-57978]soft"
2096,"[0]hard/[-8057/-22232254/-51565/-53785]soft"
2096,"[0]hard/[-8057/-22232254/-51319/-54201]soft"
2150,"[0]hard/[-8057/-22171034/-48325/-55957]soft"
2389,"[0]hard/[-8057/-22139328/-46024/-60336]soft"
2419,"[0]hard/[-8057/-22133498/-36919/-64240]soft"
2496,"[0]hard/[-8057/-22133498/-35255/-66097]soft"
4752,"[0]hard/[-8057/-22133498/-35241/-68932]soft"
4817,"[0]hard/[-8057/-22133498/-35235/-66429]soft"
4817,"[0]hard/[-8057/-22133498/-35161/-67149]soft"
4817,"[0]hard/[-8057/-22133498/-35161/-67119]soft"
4818,"[0]hard/[-8057/-22133498/-35161/-67114]soft"
4818,"[0]hard/[-8057/-22133498/-35161/-66826]soft"
4923,"[0]hard/[-8057/-22133498/-35124/-68178]soft"
4939,"[0]hard/[-8057/-22133498/-35105/-66963]soft"
5000,"[0]hard/[-8057/-22133498/-35075/-67894]soft"
5000,"[0]hard/[-8057/-22133498/-35062/-68081]soft"
5187,"[0]hard/[-8057/-22133498/-35028/-68042]soft"
5384,"[0]hard/[-8057/-22133498/-35023/-69202]soft"
5397,"[0]hard/[-8057/-22133498/-34915/-66932]soft"
5397,"[0]hard/[-8057/-22133498/-34915/-66930]soft"
5970,"[0]hard/[-8057/-22133498/-34910/-69324]soft"
6056,"[0]hard/[-8057/-22133498/-34908/-68756]soft"
6115,"[0]hard/[-8057/-22133498/-34896/-67145]soft"
6119,"[0]hard/[-8057/-22133498/-34892/-68333]soft"
6189,"[0]hard/[-8057/-22133498/-34888/-66197]soft"
6203,"[0]hard/[-8057/-22133498/-34879/-68202]soft"
6203,"[0]hard/[-8057/-22133498/-34879/-68124]soft"
6254,"[0]hard/[-8057/-22133498/-34878/-68492]soft"
6255,"[0]hard/[-8057/-22133498/-34878/-68357]soft"
6255,"[0]hard/[-8057/-22133498/-34878/-68337]soft"
6284,"[0]hard/[-8057/-22133498/-34870/-67850]soft"
6355,"[0]hard/[-8057/-22133498/-34863/-68818]soft"
6356,"[0]hard/[-8057/-22133498/-34863/-68543]soft"
6356,"[0]hard/[-8057/-22133498/-34863/-68503]soft"
6356,"[0]hard/[-8057/-22133498/-34862/-68596]soft"
6356,"[0]hard/[-8057/-22133498/-34862/-68536]soft"
6465,"[0]hard/[-8057/-22133498/-34850/-67011]soft"
6465,"[0]hard/[-8057/-22133498/-34850/-66950]soft"
6635,"[0]hard/[-8057/-22133498/-34841/-69146]soft"
6635,"[0]hard/[-8057/-22133498/-34841/-68858]soft"
6650,"[0]hard/[-8057/-22133498/-34839/-66210]soft"
6650,"[0]hard/[-8057/-22133498/-34833/-66270]soft"
6835,"[0]hard/[-8057/-22133498/-34832/-66673]soft"
7013,"[0]hard/[-8057/-22133498/-34832/-65982]soft"
7420,"[0]hard/[-8057/-22133498/-34832/-65863]soft"
8021,"[0]hard/[-8057/-22133498/-34832/-65802]soft"
